valor_frete,cidade_cliente,estado_cliente,cidade_vendedor,estado_vendedor
15.59,lavras,MG,santo andre,SP
15.59,belo horizonte,MG,rio de janeiro,RJ
15.59,belo horizonte,MG,rio de janeiro,RJ
15.59,goiania,GO,sao paulo,SP
15.59,montes claros,MG,petropolis,RJ
15.59,guaiba,RS,jau,SP
15.59,guaiba,RS,jau,SP
15.59,sao jorge do patrocinio,PR,santa terezinha de itaipu,PR
15.59,itauna,MG,sao paulo,SP
15.59,itauna,MG,sao paulo,SP
15.59,sao paulo,SP,curitiba,PR
15.59,lins,SP,sao goncalo,RJ
15.59,sao bernardo do campo,SP,petropolis,RJ
15.59,sao paulo,SP,petropolis,RJ
15.59,rio de janeiro,RJ,sao paulo,SP
15.59,belo horizonte,MG,sao paulo,SP
15.59,sao paulo,SP,porto alegre,RS
15.59,santo antonio da patrulha,RS,colombo,PR
15.59,florianopolis,SC,sao paulo,SP
15.59,franca,SP,rio de janeiro,RJ
15.59,conselheiro lafaiete,MG,sumare,SP
15.59,patos de minas,MG,petropolis,RJ
15.59,rio de janeiro,RJ,sao carlos,SP
15.59,ibaiti,PR,jau,SP
15.59,sao paulo,SP,sao paulo,SP
15.59,campinas,SP,osasco,SP
15.59,antunes,MG,jau,SP
15.59,rio de janeiro,RJ,laranjal paulista,SP
15.59,bocaiuva,MG,santo andre,SP
15.59,taquarituba,SP,rio de janeiro,RJ
15.59,porto alegre,RS,sao paulo,SP
15.59,porto alegre,RS,sao paulo,SP
15.59,rio de janeiro,RJ,sao paulo,SP
15.59,santa maria,RS,santo andre,SP
15.59,brasilia,DF,petropolis,RJ
15.59,curitiba,PR,ibitinga,SP
15.59,governador valadares,MG,sao paulo,SP
15.59,brasilia,DF,belo horizonte,MG
15.59,lavras,MG,betim,MG
15.59,rio das ostras,RJ,sao paulo,SP
15.59,sao paulo,SP,joinville,SC
15.59,petropolis,RJ,rio de janeiro,RJ
15.59,tramandai,RS,maua,SP
15.59,belo horizonte,MG,sao paulo,SP
15.59,urussanga,SC,suzano,SP
15.59,sao paulo,SP,rio de janeiro,RJ
15.59,belo horizonte,MG,itaquaquecetuba,SP
15.59,itu,SP,sao goncalo,RJ
15.59,jacutinga,MG,garca,SP
15.59,vila velha,ES,sao paulo,SP
15.59,rio de janeiro,RJ,praia grande,SP
15.59,monte verde,MG,rio de janeiro,RJ
15.59,rio de janeiro,RJ,belo horizonte,MG
15.59,cubatao,SP,osasco,SP
15.59,rio de janeiro,RJ,praia grande,SP
15.59,porto alegre,RS,jacarei,SP
15.59,sao paulo,SP,petropolis,RJ
15.59,cariacica,ES,rio de janeiro,RJ
15.59,sarandi,PR,sao goncalo,RJ
15.59,contagem,MG,brasilia,DF
15.59,rio de janeiro,RJ,sao paulo,SP
15.59,mogi das cruzes,SP,sorocaba,SP
15.59,guaracai,SP,rio de janeiro,RJ
15.59,marechal floriano,ES,sao paulo,SP
15.59,perola d'oeste,PR,sao paulo,SP
15.59,conselheiro lafaiete,MG,sao paulo,SP
15.59,sao paulo,SP,cachoeirinha,RS
15.59,itabira,MG,sao goncalo,RJ
15.59,jacarei,SP,belo horizonte,SP
15.59,tiete,SP,petropolis,RJ
15.59,valinhos,SP,petropolis,RJ
15.59,palhoca,SC,ibitinga,SP
15.59,rio de janeiro,RJ,ribeirao preto,SP
15.59,uberlandia,MG,petropolis,RJ
15.59,campinas,SP,curitiba,PR
15.59,campinas,SP,osasco,SP
15.59,osasco,SP,petropolis,RJ
15.59,carapicuiba,SP,petropolis,RJ
15.59,candido mota,SP,curitiba,PR
15.59,candido mota,SP,curitiba,PR
15.59,alvorada,RS,sao paulo,SP
15.59,itapirapua,GO,sorocaba,SP
15.59,itapevi,SP,rio de janeiro,RJ
15.59,para de minas,MG,jacarei,SP
15.59,valparaiso de goias,GO,sao paulo,SP
15.59,cardoso,SP,curitiba,PR
15.59,sapucaia,RJ,sorocaba,SP
15.59,catalao,GO,santo andre,SP
15.59,santo andre,SP,joinville,SC
15.59,rio de janeiro,RJ,sao carlos,SP
15.59,olimpia,SP,belo horizonte,MG
15.59,abadia dos dourados,MG,sao paulo,SP
15.59,palhoca,SC,ribeirao preto,SP
15.59,londrina,PR,sumare,SP
15.59,belo horizonte,MG,sao paulo,SP
15.59,nova europa,SP,rio de janeiro,RJ
15.59,conselheiro lafaiete,MG,jau,SP
15.59,taubate,SP,curitiba,PR
15.59,guarulhos,SP,petropolis,RJ
15.59,porto alegre,RS,jacarei,SP
15.59,porto alegre,RS,sao paulo,SP
15.59,belo horizonte,MG,sao paulo,SP
15.59,caxias do sul,RS,laranjal paulista,SP
15.59,florianopolis,SC,jau,SP
15.59,arcos,MG,sao goncalo,RJ
15.59,serra,ES,jau,SP
15.59,ferraz de vasconcelos,SP,rio de janeiro,RJ
15.59,sao jose do rio pardo,SP,petropolis,RJ
15.59,porto alegre,RS,guarulhos,SP
15.59,porto alegre,RS,guarulhos,SP
15.59,tres coracoes,MG,petropolis,RJ
15.58,belo horizonte,MG,sao paulo,SP
15.58,belo horizonte,MG,lorena,SP
15.58,jaragua do sul,SC,sao paulo,SP
15.58,jales,SP,sao goncalo,RJ
15.58,sao paulo,SP,belo horizonte,SP
15.58,duque de caxias,RJ,belo horizonte,MG
15.58,campo grande,MS,sumare,SP
15.58,coluna,MG,ibitinga,SP
15.58,diadema,SP,contagem,MG
15.58,sao paulo,SP,guarulhos,SP
15.58,maximiliano de almeida,RS,ribeirao preto,SP
15.58,rio das ostras,RJ,ibitinga,SP
15.58,ituiutaba,MG,santo andre,SP
15.58,ituiutaba,MG,santo andre,SP
15.58,santo andre,SP,guarulhos,SP
15.58,santo andre,SP,guarulhos,SP
15.58,santo andre,SP,guarulhos,SP
15.58,santo andre,SP,guarulhos,SP
15.58,osasco,SP,belo horizonte,MG
15.58,goianira,GO,votorantim,SP
15.58,goianira,GO,votorantim,SP
15.58,rio de janeiro,RJ,salto,SP
15.58,duque de caxias,RJ,belo horizonte,MG
15.58,francisco beltrao,PR,cascavel,PR
15.58,leme,SP,sao paulo,SP
15.58,manhuacu,MG,santo andre,SP
15.58,lencois paulista,SP,piracicaba,SP
15.58,apiaca,ES,sao goncalo,RJ
15.58,guaiba,RS,ibitinga,SP
15.58,rio de janeiro,RJ,sao paulo,SP
15.58,rio de janeiro,RJ,sao paulo,SP
15.58,joinville,SC,sao paulo,SP
15.58,general salgado,SP,sao goncalo,RJ
15.58,curitiba,PR,florianopolis,SC
15.58,brasilia,DF,carapicuiba,SP
15.58,colatina,ES,sumare,SP
15.58,goiania,GO,ribeirao preto,SP
15.58,belo horizonte,MG,sao paulo,SP
15.58,sao paulo,SP,sao paulo,SP
15.58,caldas novas,GO,votorantim,SP
15.58,osasco,SP,monte siao,MG
15.58,brasilia,DF,mairipora,SP
15.58,jaboticabal,SP,sao goncalo,RJ
15.58,trindade do sul,RS,sao paulo,SP
15.58,rio de janeiro,RJ,sao paulo,SP
15.58,brasilia,DF,sao paulo,SP
15.58,rio de janeiro,RJ,sao paulo,SP
15.58,niteroi,RJ,belo horizonte,MG
15.58,goiania,GO,sumare,SP
15.58,sao goncalo,RJ,sao paulo,SP
15.58,sao paulo,SP,sao jose dos pinhais,PR
15.58,belo horizonte,MG,osasco,SP
15.58,almenara,MG,sao goncalo,RJ
15.58,cachoeirinha,RS,maringa,PR
15.58,cachoeirinha,RS,maringa,PR
15.58,cachoeirinha,RS,maringa,PR
15.58,cachoeirinha,RS,maringa,PR
15.57,guarulhos,SP,cajamar,SP
15.57,brasilia,DF,sao paulo,SP
15.57,cascavel,PR,guariba,SP
15.57,viana,ES,rio de janeiro,RJ
15.57,itaquaquecetuba,SP,sao bernardo do campo,SP
15.57,vicosa,MG,ribeirao preto,SP
15.57,belo horizonte,MG,guarulhos,SP
15.57,ourinhos,SP,salto,SP
15.57,congonhas,MG,guariba,SP
15.57,araguari,MG,sumare,SP
15.57,brasilia,DF,sao paulo,SP
15.57,nova iguacu,RJ,barueri,SP
15.57,sao paulo,SP,sorocaba,SP
15.57,belo horizonte,MG,sao paulo,SP
15.57,belo horizonte,MG,sao paulo,SP
15.57,rio de janeiro,RJ,guariba,SP
15.57,bom jesus do itabapoana,RJ,monteiro lobato,SP
15.57,patos de minas,MG,ibitinga,SP
15.57,tres coracoes,MG,barueri,SP
15.57,tres coracoes,MG,barueri,SP
15.57,tatui,SP,sao paulo,SP
15.57,fortaleza,CE,sao luis,MA
15.57,sao lourenco da serra,SP,belo horizonte,MG
15.57,sao lourenco da serra,SP,belo horizonte,MG
15.57,sao lourenco da serra,SP,belo horizonte,MG
15.57,rio de janeiro,RJ,caratinga,MG
15.57,figueira,PR,itaquaquecetuba,SP
15.57,figueira,PR,itaquaquecetuba,SP
15.57,almenara,MG,monteiro lobato,SP
15.57,rio grande,RS,ribeirao preto,SP
15.57,miguel pereira,RJ,ibitinga,SP
15.57,rio de janeiro,RJ,guariba,SP
15.57,itauna,MG,riberao preto,SP
15.57,belo horizonte,MG,sao paulo,SP
15.57,belo horizonte,MG,sao paulo,SP
15.57,porto alegre,RS,umuarama,PR
15.57,morro agudo,SP,sao paulo,SP
15.57,sao paulo,SP,betim,MG
15.57,rio de janeiro,RJ,ibitinga,SP
15.57,rio de janeiro,RJ,guarulhos,SP
15.57,rio de janeiro,RJ,guarulhos,SP
15.57,arapongas,PR,itaquaquecetuba,SP
15.57,arapongas,PR,itaquaquecetuba,SP
15.57,curitiba,PR,sao paulo,SP
15.57,vitoria,ES,guarulhos,SP
15.57,guarulhos,SP,nova iguacu,RJ
15.57,campo grande,MS,sao paulo,SP
15.57,rio de janeiro,RJ,guariba,SP
15.57,brasilia,DF,barueri,SP
15.57,fortaleza,CE,sao luis,MA
15.57,curitiba,PR,pedreira,SP
15.57,belford roxo,RJ,ibitinga,SP
15.57,rio de janeiro,RJ,belo horizonte,MG
15.57,maringa,PR,ibitinga,SP
15.57,porto alegre,RS,curitiba,PR
15.57,rio de janeiro,RJ,guarulhos,SP
15.57,braco do norte,SC,itaquaquecetuba,SP
15.57,braco do norte,SC,itaquaquecetuba,SP
15.57,sao paulo,SP,ibitinga,SP
15.57,sao jose dos pinhais,PR,sao paulo,SP
15.57,sao leopoldo,RS,pradopolis,SP
15.57,teresina,PI,sao luis,MA
15.57,raul soares,MG,pradopolis,SP
15.57,iturama,MG,osasco,SP
15.56,lagoa santa,MG,lencois paulista,SP
15.56,contagem,MG,sao paulo,SP
15.56,montes claros,MG,itaquaquecetuba,SP
15.56,sao paulo,SP,monte siao,MG
15.56,sao paulo,SP,monte siao,MG
15.56,blumenau,SC,marilia,SP
15.56,rio grande,RS,rio do sul,SC
15.56,uberaba,MG,sao paulo,SP
15.56,sao paulo,SP,pocos de caldas,MG
15.56,sao paulo,SP,pocos de caldas,MG
15.56,santa luzia,MG,ibitinga,SP
15.56,santa luzia,MG,ibitinga,SP
15.56,rio grande,RS,joinville,SC
15.56,sao paulo,SP,sao jose do rio preto,SP
15.56,sao paulo,SP,sao paulo,SP
15.56,sao paulo,SP,sao paulo,SP
15.56,sao paulo,SP,canoas,RS
15.56,arapongas,PR,farroupilha,RS
15.56,marica,RJ,ribeirao preto,SP
15.56,limeira,SP,jaragua do sul,SC
15.56,vila nova,PR,pedreira,SP
15.56,resplendor,MG,salto,SP
15.56,contagem,MG,ibitinga,SP
15.56,caieiras,SP,monte siao,MG
15.56,sao paulo,SP,curitiba,PR
15.56,juiz de fora,MG,ribeirao preto,SP
15.56,carandai,MG,sao paulo,SP
15.56,araras,SP,pocos de caldas,MG
15.56,itauna,MG,sao paulo,SP
15.56,niteroi,RJ,pedreira,SP
15.56,canoas,RS,rio do sul,SC
15.56,belo horizonte,MG,santos,SP
15.56,sao joao de meriti,RJ,tres coracoes,MG
15.56,sao joao de meriti,RJ,tres coracoes,MG
15.56,juiz de fora,MG,franca,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,sao paulo,SP,rio do sul,SC
15.56,duque de caxias,RJ,pedreira,SP
15.56,juiz de fora,MG,petropolis,RJ
15.56,guarulhos,SP,monte siao,MG
15.56,guarulhos,SP,monte siao,MG
15.56,rio de janeiro,RJ,tres coracoes,MG
15.56,montes claros,MG,osasco,SP
15.56,joao monlevade,MG,ibitinga,SP
15.56,curitiba,PR,votorantim,SP
15.56,curitiba,PR,votorantim,SP
15.56,mogi-guacu,SP,uba,MG
15.56,sao paulo,SP,foz do iguacu,PR
15.56,belo horizonte,MG,sao paulo,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,sao paulo,SP,cascavel,PR
15.56,sao paulo,SP,rio do sul,SC
15.56,cajamar,SP,volta redonda,SP
15.56,rio de janeiro,RJ,ribeirao das neves,MG
15.56,maua,SP,aracatuba,SP
15.56,belo horizonte,MG,santa barbara d´oeste,SP
15.56,belo horizonte,MG,santa barbara d´oeste,SP
15.56,porto alegre,RS,sao paulo,SP
15.56,cascavel,PR,pedreira,SP
15.56,varginha,MG,sao paulo,SP
15.56,sao paulo,SP,uba,MG
15.56,sao paulo,SP,santo andre,SP
15.56,limeira,SP,tres coracoes,MG
15.56,santo andre,SP,rio do sul,SC
15.56,santana de parnaiba,SP,rio de janeiro,RJ
15.56,santana de parnaiba,SP,rio de janeiro,RJ
15.56,santana de parnaiba,SP,rio de janeiro,RJ
15.56,santana de parnaiba,SP,rio de janeiro,RJ
15.56,osasco,SP,rio do sul,SC
15.56,duque de caxias,RJ,sao paulo,SP
15.56,sao paulo,SP,petropolis,RJ
15.56,patos de minas,MG,ibitinga,SP
15.56,itaocara,RJ,sao paulo,SP
15.56,itaocara,RJ,sao paulo,SP
15.56,planalto,PR,ibitinga,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,varginha,MG,ibitinga,SP
15.56,curitiba,PR,ibitinga,SP
15.56,curitiba,PR,ibitinga,SP
15.56,duque de caxias,RJ,ibitinga,SP
15.56,itaborai,RJ,ibitinga,SP
15.56,cianorte,PR,sao jose dos campos,SP
15.56,curitiba,PR,guarulhos,SP
15.56,brasilia,DF,uba,MG
15.56,rio de janeiro,RJ,santo andre,SP
15.56,sombrio,SC,pedreira,SP
15.56,jaragua do sul,SC,ibitinga,SP
15.56,ipatinga,MG,sao paulo,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,ponta grossa,PR,franca,SP
15.56,vassouras,RJ,guarulhos,SP
15.56,sete lagoas,MG,pedreira,SP
15.56,iapu,MG,sao roque,SP
15.56,iapu,MG,sao roque,SP
15.56,vitoria,ES,monte siao,MG
15.56,sao paulo,SP,londrina,PR
15.56,sao paulo,SP,londrina,PR
15.56,paulinia,SP,monte siao,MG
15.56,florianopolis,SC,guarulhos,SP
15.56,imbituba,SC,curitiba,PR
15.56,rio de janeiro,RJ,cotia,SP
15.56,paraty,RJ,ibitinga,SP
15.56,moeda,MG,belo horizonte,MG
15.56,uniao de minas,MG,ibitinga,SP
15.56,penapolis,SP,cornelio procopio,PR
15.56,penapolis,SP,cornelio procopio,PR
15.56,penapolis,SP,cornelio procopio,PR
15.56,penapolis,SP,cornelio procopio,PR
15.56,rio de janeiro,RJ,ibitinga,SP
15.56,rio de janeiro,RJ,votorantim,SP
15.56,rio de janeiro,RJ,votorantim,SP
15.56,rio de janeiro,RJ,votorantim,SP
15.56,ituverava,SP,volta redonda,SP
15.56,niteroi,RJ,monte siao,MG
15.56,rio de janeiro,RJ,tres coracoes,MG
15.56,pedro leopoldo,MG,ibitinga,SP
15.56,pedro leopoldo,MG,ibitinga,SP
15.56,pedro leopoldo,MG,ibitinga,SP
15.56,cascavel,PR,sao paulo,SP
15.56,belo horizonte,MG,ribeirao preto,SP
15.56,rio de janeiro,RJ,santo andre,SP
15.56,marica,RJ,tres coracoes,MG
15.56,mage,RJ,aruja,SP
15.56,araraquara,SP,petropolis,RJ
15.56,guaratingueta,SP,rio do sul,SC
15.56,sao jose dos campos,SP,rio do sul,SC
15.56,rio de janeiro,RJ,monte siao,MG
15.56,rio de janeiro,RJ,monte siao,MG
15.56,rio de janeiro,RJ,monte siao,MG
15.56,cascavel,PR,sao paulo,SP
15.56,cascavel,PR,sao paulo,SP
15.56,cascavel,PR,sao paulo,SP
15.56,cascavel,PR,sao paulo,SP
15.56,cascavel,PR,sao paulo,SP
15.56,toledo,PR,itaquaquecetuba,SP
15.56,toledo,PR,itaquaquecetuba,SP
15.56,rio de janeiro,RJ,sao paulo,SP
15.56,paranapanema,SP,timbo,SC
15.56,sao paulo,SP,rio do sul,SC
15.56,rio de janeiro,RJ,sao paulo,SP
15.56,belo horizonte,MG,sorocaba,SP
15.56,guara,SP,sao vicente,SP
15.56,sao bernardo do campo,SP,formiga,MG
15.56,rio de janeiro,RJ,guarulhos,SP
15.56,curitiba,PR,lencois paulista,SP
15.56,rio de janeiro,RJ,ibitinga,SP
15.56,balneario camboriu,SC,campinas,SP
15.56,tres coracoes,MG,marilia,SP
15.56,tres coracoes,MG,marilia,SP
15.56,cotia,SP,rio de janeiro,RJ
15.56,cotia,SP,rio de janeiro,RJ
15.56,cotia,SP,rio de janeiro,RJ
15.56,cotia,SP,rio de janeiro,RJ
15.56,cotia,SP,rio de janeiro,RJ
15.56,sao miguel do oeste,SC,ibitinga,SP
15.56,santo andre,SP,tres coracoes,MG
15.56,rio de janeiro,RJ,indaiatuba,SP
15.56,itatiba,SP,monte siao,MG
15.56,brasilia,DF,tres coracoes,MG
15.56,jundiai,SP,foz do iguacu,PR
15.56,rio de janeiro,RJ,uba,MG
15.56,rio de janeiro,RJ,uba,MG
15.56,cachoeirinha,RS,ibitinga,SP
15.56,itumbiara,GO,sao paulo,SP
15.56,itumbiara,GO,sao paulo,SP
15.56,itumbiara,GO,sao paulo,SP
15.56,umuarama,PR,ibitinga,SP
15.56,curitiba,PR,jacarei,SP
15.56,rio de janeiro,RJ,sao paulo,SP
15.56,sumare,SP,uberlandia,MG
15.56,rio do sul,SC,campinas,SP
15.56,rio do sul,SC,campinas,SP
15.56,ibitinga,SP,rolandia,PR
15.56,simonesia,MG,sao paulo,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,rio de janeiro,RJ,guarulhos,SP
15.56,santa cruz do rio pardo,SP,rio do sul,SC
15.56,itu,SP,canoinhas,SC
15.56,promissao,SP,ribeirao das neves,MG
15.56,sao goncalo,RJ,ibitinga,SP
15.56,sao goncalo,RJ,ibitinga,SP
15.56,assis,SP,petropolis,RJ
15.56,belo horizonte,MG,ribeirao preto,SP
15.56,nova iguacu,RJ,sao paulo,SP
15.56,fortaleza,CE,sao luis,MA
15.56,sao paulo,SP,monte siao,MG
15.56,niteroi,RJ,tres coracoes,MG
15.56,niteroi,RJ,tres coracoes,MG
15.56,santana de parnaiba,SP,itapeva,SP
15.56,santana de parnaiba,SP,itapeva,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,conselheiro lafaiete,MG,sao paulo,SP
15.56,rio das ostras,RJ,sao paulo,SP
15.56,rio de janeiro,RJ,uberaba,MG
15.56,guaxupe,MG,ibitinga,SP
15.56,sao paulo,SP,tres coracoes,MG
15.56,juiz de fora,MG,sao paulo,SP
15.56,governador valadares,MG,sao paulo,SP
15.56,governador valadares,MG,sao paulo,SP
15.56,lavras,MG,sao paulo,SP
15.56,lavras,MG,sao paulo,SP
15.56,lavras,MG,sao paulo,SP
15.56,lavras,MG,sao paulo,SP
15.56,lavras,MG,sao paulo,SP
15.56,lavras,MG,sao paulo,SP
15.56,mogi das cruzes,SP,londrina,PR
15.56,sao pedro do turvo,SP,araguari,MG
15.56,rio de janeiro,RJ,votorantim,SP
15.56,rio de janeiro,RJ,capivari,SP
15.56,sao bernardo do campo,SP,petropolis,RJ
15.56,nova andradina,MS,sao paulo,SP
15.56,nova andradina,MS,sao paulo,SP
15.56,nova andradina,MS,sao paulo,SP
15.56,sertaozinho,SP,tres coracoes,MG
15.56,macae,RJ,afonso claudio,ES
15.56,rio de janeiro,RJ,pedreira,SP
15.56,santa cruz do rio pardo,SP,curitiba,PR
15.56,mateus leme,MG,sao paulo,SP
15.56,sao paulo,SP,monte siao,MG
15.56,rio de janeiro,RJ,ribeirao preto,SP
15.56,sete lagoas,MG,ibitinga,SP
15.56,sao paulo,SP,tres coracoes,MG
15.56,sao goncalo,RJ,marilia,SP
15.56,palmeirinha,PR,capivari,SP
15.56,coromandel,MG,ponte nova,MG
15.56,ouro branco,MG,campo limpo paulista,SP
15.56,sao paulo,SP,borda da mata,MG
15.56,passo fundo,RS,curitiba,PR
15.56,macae,RJ,ribeirao preto,SP
15.56,rio de janeiro,RJ,salto,SP
15.56,campinas,SP,monte siao,MG
15.56,sao domingos do prata,MG,sao paulo,SP
15.56,sao domingos do prata,MG,sao paulo,SP
15.56,belo horizonte,MG,pedreira,SP
15.56,mira estrela,SP,petropolis,RJ
15.56,belo horizonte,MG,sao paulo,SP
15.56,sao paulo,SP,rolandia,PR
15.56,cristais paulista,SP,rolandia,PR
15.56,macae,RJ,sao paulo,SP
15.56,passo fundo,RS,florianopolis,SC
15.56,mendes,RJ,monte siao,MG
15.56,rio de janeiro,RJ,campo limpo paulista,SP
15.56,itaperucu,PR,sao paulo,SP
15.56,sao carlos,SP,foz do iguacu,PR
15.56,rio de janeiro,RJ,guarulhos,SP
15.56,sete lagoas,MG,ibitinga,SP
15.56,belo horizonte,MG,ibitinga,SP
15.56,sao paulo,SP,rio do sul,SC
15.56,oliveira,MG,salto,SP
15.56,porto alegre,RS,rio do sul,SC
15.56,aimores,MG,praia grande,SP
15.56,sao carlos,SP,rio de janeiro,RJ
15.56,ponta grossa,PR,sao paulo,SP
15.56,curitiba,PR,ibitinga,SP
15.56,florianopolis,SC,ibitinga,SP
15.55,cordeiro,RJ,rio de janeiro,RJ
15.55,cascavel,PR,cascavel,PR
15.55,canoas,RS,sao paulo,SP
15.55,sao borja,RS,carapicuiba,SP
15.55,sao paulo,SP,alfenas,MG
15.55,barueri,SP,maringa,PR
15.55,balneario camboriu,SC,joinville,SC
15.55,contagem,MG,sao paulo,SP
15.55,feira de santana,BA,sao paulo,SP
15.55,assis,SP,guariba,SP
15.55,sao paulo,SP,guariba,SP
15.55,santo andre,SP,rio de janeiro,RJ
15.55,brasilia,DF,sao paulo,SP
15.55,rio de janeiro,RJ,sao paulo,SP
15.55,sao paulo,SP,florianopolis,SC
15.55,goiania,GO,sao paulo,SP
15.55,sinop,MT,ribeirao preto,SP
15.55,belo horizonte,MG,sao paulo,SP
15.55,cabo frio,RJ,ribeirao pires,SP
15.55,niteroi,RJ,riberao preto,SP
15.55,guaratingueta,SP,marilia,SP
15.55,belo horizonte,MG,rio de janeiro,RJ
15.55,belo horizonte,MG,ponte nova,MG
15.55,goitacazes,RJ,rio de janeiro,RJ
15.55,sao paulo,SP,guariba,SP
15.55,novo horizonte,SP,ibitinga,SP
15.55,novo horizonte,SP,ibitinga,SP
15.55,belo horizonte,MG,sao paulo,SP
15.55,rio de janeiro,RJ,sao paulo,SP
15.55,rio de janeiro,RJ,sao paulo,SP
15.55,eusebio,CE,piracicaba,SP
15.55,florianopolis,SC,hortolandia,SP
15.55,florianopolis,SC,hortolandia,SP
15.55,brasilia,DF,hortolandia,SP
15.55,rio de janeiro,RJ,sao paulo,SP
15.55,barueri,SP,curitiba,PR
15.55,murutinga do sul,SP,pradopolis,SP
15.55,manhuacu,MG,ponte nova,MG
15.54,ibia,MG,contagem,MG
15.54,assis,SP,santo andre,SP
15.54,sao paulo,SP,sao paulo,SP
15.54,ipora do oeste,SC,petropolis,RJ
15.54,ferraz de vasconcelos,SP,colombo,PR
15.54,sao paulo,SP,colombo,PR
15.54,sao paulo,SP,curitiba,PR
15.54,porto alegre,RS,sao paulo,SP
15.54,sete lagoas,MG,franca,SP
15.54,nova iguacu,RJ,guarulhos,SP
15.54,campinas,SP,atibaia,SP
15.54,guarulhos,SP,florianopolis,SC
15.54,rio de janeiro,RJ,sao paulo,SP
15.54,porto alegre,RS,petropolis,RJ
15.54,sao paulo,SP,colombo,PR
15.54,guarulhos,SP,belo horizonte,MG
15.54,rio de janeiro,RJ,praia grande,SP
15.54,maua,SP,curitiba,PR
15.54,maua,SP,curitiba,PR
15.54,sao paulo,SP,curitiba,PR
15.54,niteroi,RJ,barueri,SP
15.54,santos,SP,ribeirao preto,SP
15.54,santos,SP,ribeirao preto,SP
15.54,rio de janeiro,RJ,belo horizonte,MG
15.54,rio de janeiro,RJ,belo horizonte,MG
15.54,sao paulo,SP,florianopolis,SC
15.54,brasilia,DF,jau,SP
15.54,sao paulo,SP,sao jose dos pinhais,PR
15.54,nova friburgo,RJ,braganca paulista,SP
15.54,nova friburgo,RJ,braganca paulista,SP
15.54,valinhos,SP,florianopolis,SC
15.54,sao paulo,SP,curitiba,PR
15.53,marataizes,ES,ribeirao pires,SP
15.53,rio de janeiro,RJ,curitiba,PR
15.53,rio de janeiro,RJ,sao carlos,SP
15.53,rio de janeiro,RJ,belo horizonte,MG
15.53,tubarao,SC,sao paulo,SP
15.53,tubarao,SC,sao paulo,SP
15.53,pirapora,MG,sao carlos,SP
15.53,sao paulo,SP,sao paulo,SP
15.53,rio de janeiro,RJ,belo horizonte,MG
15.53,hortolandia,SP,canoas,RS
15.53,rio de janeiro,RJ,sao carlos,SP
15.53,mogi das cruzes,SP,sao paulo,SP
15.53,rio do oeste,SC,sao carlos,SP
15.53,barueri,SP,belo horizonte,MG
15.53,rio de janeiro,RJ,sao paulo,SP
15.53,jundiai,SP,belo horizonte,MG
15.53,belo horizonte,MG,sao paulo,SP
15.53,cotipora,RS,sao paulo,SP
15.53,sao paulo,SP,capivari,SP
15.53,contagem,MG,sao paulo,SP
15.53,contagem,MG,sao paulo,SP
15.53,sao paulo,SP,sao paulo,SP
15.53,mogi das cruzes,SP,belo horizonte,MG
15.53,rio de janeiro,RJ,sao paulo,SP
15.53,aruja,SP,belo horizonte,MG
15.53,tubarao,SC,sao paulo,SP
15.53,sao paulo,SP,belo horizonte,MG
15.53,rio de janeiro,RJ,santo andre,SP
15.53,sao paulo,SP,santa barbara d´oeste,SP
15.53,sao paulo,SP,santa barbara d´oeste,SP
15.53,sao paulo,SP,sao paulo,SP
15.53,belo horizonte,MG,uba,MG
15.53,rio de janeiro,RJ,guaruja,SP
15.53,sao paulo,SP,belo horizonte,MG
15.53,sorocaba,SP,jussara,PR
15.53,sao bernardo do campo,SP,cascavel,PR
15.53,rio de janeiro,RJ,guaruja,SP
15.53,varzea paulista,SP,santa barbara d´oeste,SP
15.53,maua,SP,londrina,PR
15.53,maua,SP,londrina,PR
15.53,matinhos,PR,sao carlos,SP
15.53,nova friburgo,RJ,braganca paulista,SP
15.53,armacao dos buzios,RJ,sao carlos,SP
15.53,rio de janeiro,RJ,santo andre,SP
15.52,divinopolis,MG,sao paulo,SP
15.52,florianopolis,SC,maringa,PR
15.52,sao jose do rio preto,SP,sao paulo,SP
15.52,teresopolis,RJ,muriae,MG
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,campo mourao,PR,sao paulo,SP
15.52,mogi das cruzes,SP,rio de janeiro,RJ
15.52,porto alegre,RS,campinas,SP
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,mogi das cruzes,SP,rio de janeiro,RJ
15.52,mogi das cruzes,SP,rio de janeiro,RJ
15.52,sao paulo,SP,curitiba,PR
15.52,belo horizonte,MG,rio de janeiro,RJ
15.52,sao carlos,SP,sao goncalo,RJ
15.52,umuarama,PR,ibitinga,SP
15.52,ipatinga,MG,sao goncalo,RJ
15.52,palmeiras de goias,GO,ibitinga,SP
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,santa maria,RS,sao jose dos campos,SP
15.52,santa maria,RS,sao jose dos campos,SP
